Term	Genes	FDR	Category	Description
GO:0090068	CCND1,GLI1,WNT5A,LEF1,TP53,WNT10B,FGF8,FGFR1,RHOA,CDKN2A,AKT1	1.69e-07	Process	Positive regulation of cell cycle process
GO:0010463	FGF4,BMP4,SHH,CTNNB1,BMP2	1.74e-07	Process	Mesenchymal cell proliferation
GO:0060602	BMP4,SOX9,WNT5A,SHH,ESR1	1.74e-07	Process	Branch elongation of an epithelium
GO:0060421	MAPK1,GLI1,NOTCH1,WT1,MTOR,FGFR1	1.85e-07	Process	Positive regulation of heart growth
GO:0006725	MAPK1,NFKB1,CCND1,GAPDH,SOX9,SMAD2,MAPK3,STAT3,LEF1,TP53,NOTCH1,PPARG,FOS,CASP3,HNF4A,WT1,SMAD3,SMAD4,PXDNL,MTOR,JUN,RUNX2,PTEN,KLF4,BCL2,RHOA,PAX6,ESR1,CDKN2A,SHFM1	1.87e-07	Process	Cellular aromatic compound metabolic process
GO:0045685	NOTCH1,PPARG,SHH,CTNNB1,NF1,MTOR,BMP2	2.01e-07	Process	Regulation of glial cell differentiation
GO:0000578	SMAD2,WNT5A,WNT1,WT1,SMAD4,CTNNB1	2.11e-07	Process	Embryonic axis specification
GO:0031018	BMP4,SOX9,WNT5A,HNF4A,PAX6,AKT1	2.11e-07	Process	Endocrine pancreas development
GO:2000136	BMP4,SOX9,NOTCH1,SMAD4,CTNNB1	2.21e-07	Process	Regulation of cell proliferation involved in heart morphogenesis
GO:2000380	SMAD2,WNT3A,SHH,DKK1,FGFR1	2.21e-07	Process	Regulation of mesoderm development
GO:0045765	TWIST1,WNT5A,STAT3,ERBB2,NOTCH1,PPARG,CTNNB1,NF1,KLF4,RHOA,HIF1A	2.23e-07	Process	Regulation of angiogenesis
GO:2001234	SNAI1,BMP4,GSK3B,CTNNB1,SRC,TGFBR1,SNAI2,BCL2,HIF1A,AKT1	2.29e-07	Process	Negative regulation of apoptotic signaling pathway
GO:0060560	BMP4,SOX9,WNT5A,NOTCH1,WNT3A,SHH,CTNNB1,ESR1	2.31e-07	Process	Developmental growth involved in morphogenesis
GO:0009987	FGF4,MAPK1,NFKB1,CCND1,GLI1,GAPDH,NANOG,TWIST1,SNAI1,BMP4,SOX9,PXDN,JAG1,KRAS,POU5F1,CDH1,SMAD2,MAPK3,WNT5A,STAT3,LEF1,IGF1R,CDH2,TP53,ERBB2,NOTCH1,WNT3A,PPARG,WNT1,ANXA5,SHH,WNT10B,FOS,CASP3,HNF4A,FGF8,SOX2,GSK3B,WT1,SMAD3,SMAD4,CTNNB1,PXDNL,ACTB,NF1,MTOR,NES,JUN,RUNX2,PTEN,SRC,DKK1,KLF4,TGFBR1,BMP2,CCK,SNAI2,BCL2,FGFR1,RHOA,PAX6,ESR1,CDKN2A,PROM1,HIF1A,AKT1,GFAP,MYC,SHFM1	2.38e-07	Process	Cellular process
GO:0048713	NOTCH1,PPARG,SHH,CTNNB1,NF1,MTOR	2.38e-07	Process	Regulation of oligodendrocyte differentiation
GO:0051897	FGF4,IGF1R,ERBB2,FGF8,MTOR,SRC,TGFBR1,FGFR1,ESR1	2.38e-07	Process	Positive regulation of protein kinase B signaling
GO:0090184	BMP4,SOX9,SHH,WT1,PROM1,MYC	2.38e-07	Process	Positive regulation of kidney development
GO:0007610	MAPK1,KRAS,STAT3,TP53,FOS,CASP3,NF1,MTOR,JUN,PTEN,DKK1,CCK,BCL2,HIF1A	2.44e-07	Process	Behavior
GO:0045787	CCND1,GLI1,WNT5A,LEF1,TP53,WNT10B,FGF8,SRC,FGFR1,RHOA,CDKN2A,AKT1	2.51e-07	Process	Positive regulation of cell cycle
GO:0043401	BMP4,LEF1,PPARG,HNF4A,CTNNB1,SRC,RHOA,ESR1	2.59e-07	Process	Steroid hormone mediated signaling pathway
GO:0071496	MAPK1,NFKB1,SOX9,MAPK3,TP53,PPARG,FOS,MTOR,JUN,BCL2,AKT1	2.67e-07	Process	Cellular response to external stimulus
GO:0001667	TWIST1,WNT5A,SHH,FGF8,PTEN,TGFBR1,RHOA,HIF1A,AKT1	2.71e-07	Process	Ameboidal-type cell migration
GO:0070663	MAPK1,BMP4,MAPK3,ERBB2,WNT3A,SHH,CASP3,CTNNB1,BCL2,CDKN2A	2.73e-07	Process	Regulation of leukocyte proliferation
GO:0014013	CDH2,NOTCH1,PPARG,SHH,CTNNB1,NF1,MTOR,BMP2	2.74e-07	Process	Regulation of gliogenesis
GO:0060965	POU5F1,STAT3,TP53,PPARG,ESR1	2.75e-07	Process	Negative regulation of gene silencing by miRNA
GO:0030279	TWIST1,SOX9,NOTCH1,SMAD3,DKK1,BCL2,HIF1A	2.77e-07	Process	Negative regulation of ossification
GO:0030500	TWIST1,BMP4,SOX9,WNT10B,SMAD3,BMP2,HIF1A	2.77e-07	Process	Regulation of bone mineralization
GO:0021700	PPARG,WNT1,CTNNB1,NF1,RUNX2,PTEN,BMP2,FGFR1,RHOA,HIF1A	2.82e-07	Process	Developmental maturation
GO:0032496	MAPK1,NFKB1,MAPK3,WNT5A,NOTCH1,FOS,CASP3,JUN,SRC,RHOA,AKT1	2.99e-07	Process	Response to lipopolysaccharide
GO:2000144	TWIST1,TP53,WNT10B,CTNNB1,JUN,ESR1	3.04e-07	Process	Positive regulation of DNA-templated transcription, initiation
GO:0060043	MAPK1,GLI1,NOTCH1,PTEN,TGFBR1,FGFR1	3.44e-07	Process	Regulation of cardiac muscle cell proliferation
GO:2000648	NANOG,NOTCH1,SHH,CTNNB1,PAX6,HIF1A	3.44e-07	Process	Positive regulation of stem cell proliferation
GO:0034599	MAPK1,MAPK3,TP53,FOS,JUN,SRC,KLF4,BCL2,HIF1A,AKT1	3.5e-07	Process	Cellular response to oxidative stress
GO:0090101	SMAD2,WNT5A,TP53,NOTCH1,WNT1,SMAD3,DKK1,TGFBR1	3.65e-07	Process	Negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway
GO:0048015	IGF1R,ERBB2,NF1,PTEN,FGFR1,RHOA,AKT1	3.81e-07	Process	Phosphatidylinositol-mediated signaling
GO:0023019	SMAD2,HNF4A,FGF8,SMAD3,PAX6	4.24e-07	Process	Signal transduction involved in regulation of gene expression
GO:0009799	BMP4,WNT5A,NOTCH1,WNT3A,SHH,FGF8,SMAD3,HIF1A	4.32e-07	Process	Specification of symmetry
GO:0042475	FGF4,BMP4,LEF1,SHH,CTNNB1,RUNX2,BMP2	4.45e-07	Process	Odontogenesis of dentin-containing tooth
GO:0051101	TWIST1,LEF1,WNT3A,PPARG,CTNNB1,JUN,KLF4,PAX6	4.56e-07	Process	Regulation of DNA binding
GO:1900182	MAPK1,CDH1,SHH,SMAD3,SRC,CDKN2A,AKT1	4.79e-07	Process	Positive regulation of protein localization to nucleus
GO:0048538	MAPK1,MAPK3,SHH,CTNNB1,TGFBR1,BCL2	4.87e-07	Process	Thymus development
GO:0042176	SOX9,CDH1,WNT5A,WNT1,SHH,WNT10B,GSK3B,SMAD3,PTEN,CDKN2A,AKT1,GFAP	4.96e-07	Process	Regulation of protein catabolic process
GO:1901362	MAPK1,NFKB1,CCND1,SOX9,MAPK3,STAT3,TP53,NOTCH1,PPARG,FOS,HNF4A,SMAD4,MTOR,JUN,RUNX2,PTEN,KLF4,PAX6,ESR1	4.96e-07	Process	Organic cyclic compound biosynthetic process
GO:1901653	NFKB1,STAT3,IGF1R,TP53,PPARG,WNT1,GSK3B,PTEN,SRC,KLF4,AKT1	5.06e-07	Process	Cellular response to peptide
GO:0030878	MAPK1,MAPK3,SHH,FGF8,SMAD3	5.14e-07	Process	Thyroid gland development
GO:0060440	MAPK1,BMP4,MAPK3,CTNNB1	5.15e-07	Process	Trachea formation
GO:0072175	TWIST1,BMP4,SOX9,WNT5A,CASP3,FGF8,CTNNB1,HIF1A	5.33e-07	Process	Epithelial tube formation
GO:0030857	CCND1,SOX9,JAG1,NOTCH1,GSK3B,CTNNB1	5.41e-07	Process	Negative regulation of epithelial cell differentiation
GO:0070849	MAPK1,SOX9,MAPK3,ERBB2,SNAI2,AKT1	5.41e-07	Process	Response to epidermal growth factor
GO:1901343	BMP4,NOTCH1,PPARG,WT1,CTNNB1,NF1,KLF4,RHOA	5.61e-07	Process	Negative regulation of vasculature development
GO:0008584	CCND1,SOX9,WNT5A,WT1,SMAD4,TGFBR1,BCL2,ESR1	5.92e-07	Process	Male gonad development
GO:0045599	JAG1,WNT5A,WNT3A,WNT1,WNT10B,SMAD3	6.03e-07	Process	Negative regulation of fat cell differentiation
GO:0045637	JAG1,STAT3,LEF1,FOS,CTNNB1,NF1,MTOR,JUN,HIF1A,MYC	6.03e-07	Process	Regulation of myeloid cell differentiation
GO:0048641	TWIST1,WNT3A,SHH,WNT10B,CTNNB1,BCL2	6.03e-07	Process	Regulation of skeletal muscle tissue development
GO:0048806	WNT5A,SHH,FGF8,WT1,CTNNB1,ESR1	6.03e-07	Process	Genitalia development
GO:0060563	JAG1,CDH2,NOTCH1,FGF8,BMP2,FGFR1	6.03e-07	Process	Neuroepithelial cell differentiation
GO:0019216	NFKB1,TWIST1,SNAI1,SOX9,PPARG,HNF4A,MTOR,SRC,KLF4,BMP2,SNAI2,AKT1	6.09e-07	Process	Regulation of lipid metabolic process
GO:0060740	BMP4,SOX9,NOTCH1,SHH,ESR1	6.16e-07	Process	Prostate gland epithelium morphogenesis
GO:0010506	GAPDH,MAPK3,STAT3,TP53,CASP3,GSK3B,MTOR,BCL2,HIF1A,AKT1,GFAP	6.44e-07	Process	Regulation of autophagy
GO:0048660	BMP4,PPARG,CTNNB1,MTOR,JUN,PTEN,KLF4,AKT1	6.88e-07	Process	Regulation of smooth muscle cell proliferation
GO:0050673	MAPK1,CCND1,BMP4,SOX9,WNT5A,SHH,ESR1	7.3e-07	Process	Epithelial cell proliferation
GO:0051149	BMP4,CDH2,WNT3A,SHH,CTNNB1,MTOR,BCL2	7.3e-07	Process	Positive regulation of muscle cell differentiation
GO:0060840	BMP4,JAG1,NOTCH1,SHH,FGF8,NF1,TGFBR1	7.3e-07	Process	Artery development
GO:0002052	NOTCH1,SHH,CTNNB1,PAX6,HIF1A	7.39e-07	Process	Positive regulation of neuroblast proliferation
GO:0032331	BMP4,SOX9,CTNNB1,TGFBR1,SNAI2	7.39e-07	Process	Negative regulation of chondrocyte differentiation
GO:0090342	TWIST1,KRAS,TP53,WNT1,PTEN,CDKN2A	7.39e-07	Process	Regulation of cell aging
GO:0000302	MAPK1,MAPK3,FOS,CASP3,JUN,SRC,KLF4,BCL2,AKT1	7.66e-07	Process	Response to reactive oxygen species
GO:0010952	MAPK3,STAT3,WNT3A,PPARG,SMAD3,CCK,RHOA,CDKN2A,MYC	7.66e-07	Process	Positive regulation of peptidase activity
GO:0002694	BMP4,WNT5A,LEF1,ERBB2,WNT3A,SHH,CASP3,CTNNB1,SRC,BCL2,RHOA,CDKN2A,AKT1	7.74e-07	Process	Regulation of leukocyte activation
GO:1904798	WNT3A,CTNNB1,KLF4,PAX6	7.78e-07	Process	Positive regulation of core promoter binding
GO:0090304	NFKB1,CCND1,SOX9,SMAD2,MAPK3,STAT3,LEF1,TP53,NOTCH1,PPARG,FOS,CASP3,HNF4A,WT1,SMAD3,SMAD4,PXDNL,JUN,RUNX2,PTEN,KLF4,PAX6,ESR1,CDKN2A,SHFM1	7.93e-07	Process	Nucleic acid metabolic process
GO:1901888	SNAI1,WNT5A,WNT3A,SMAD3,PTEN,SRC,DKK1,SNAI2,RHOA	7.93e-07	Process	Regulation of cell junction assembly
GO:0071695	PPARG,WNT1,CTNNB1,NF1,RUNX2,BMP2,FGFR1,RHOA,HIF1A	8.24e-07	Process	Anatomical structure maturation
GO:0030509	BMP4,POU5F1,MAPK3,LEF1,SMAD4,RUNX2,BMP2	8.28e-07	Process	BMP signaling pathway
GO:0030510	BMP4,SMAD2,WNT5A,NOTCH1,WNT1,SMAD4,DKK1	8.28e-07	Process	Regulation of BMP signaling pathway
GO:0062009	SMAD2,WNT5A,LEF1,WNT3A,SMAD4	8.77e-07	Process	Secondary palate development
GO:0051222	MAPK1,GAPDH,CDH1,TP53,ERBB2,SHH,GSK3B,SMAD3,SRC,BCL2,HIF1A	8.81e-07	Process	Positive regulation of protein transport
GO:0001706	NANOG,POU5F1,SMAD2,SOX2,CTNNB1,DKK1	8.97e-07	Process	Endoderm formation
GO:0009948	BMP4,WNT5A,SHH,WT1,SMAD4,CTNNB1	8.97e-07	Process	Anterior/posterior axis specification
GO:0048872	BMP4,SOX9,KRAS,CDH2,NOTCH1,CASP3,BCL2,HIF1A,AKT1	9.59e-07	Process	Homeostasis of number of cells
GO:0051249	BMP4,LEF1,ERBB2,WNT3A,SHH,CASP3,CTNNB1,SRC,BCL2,RHOA,CDKN2A,AKT1	9.81e-07	Process	Regulation of lymphocyte activation
GO:0032835	BMP4,JAG1,NOTCH1,WT1,BCL2,PROM1	9.91e-07	Process	Glomerulus development
GO:0050804	MAPK1,KRAS,CDH1,STAT3,CDH2,WNT3A,GSK3B,NF1,MTOR,PTEN,SRC,DKK1	1e-06	Process	Modulation of chemical synaptic transmission
GO:0016331	TWIST1,BMP4,SOX9,WNT5A,CASP3,FGF8,CTNNB1,HIF1A	1.01e-06	Process	Morphogenesis of embryonic epithelium
GO:0045992	SNAI1,BMP4,WNT5A,CTNNB1,DKK1	1.03e-06	Process	Negative regulation of embryonic development
GO:0007612	KRAS,FOS,NF1,MTOR,JUN,DKK1,CCK,HIF1A	1.06e-06	Process	Learning
GO:0002066	BMP4,WNT5A,HNF4A,FGFR1,PAX6,HIF1A	1.09e-06	Process	Columnar/cuboidal epithelial cell development
GO:0002683	BMP4,SOX9,ERBB2,NOTCH1,PPARG,SHH,CASP3,CTNNB1,NF1,CDKN2A,AKT1,MYC	1.09e-06	Process	Negative regulation of immune system process
GO:0034329	CDH1,WNT5A,CDH2,WNT3A,CTNNB1,ACTB,PTEN,SRC,BCL2,RHOA	1.11e-06	Process	Cell junction assembly
GO:0033084	BMP4,ERBB2,SHH,CDKN2A	1.13e-06	Process	Regulation of immature T cell proliferation in thymus
GO:0061308	MAPK1,TWIST1,JAG1,MAPK3	1.13e-06	Process	Cardiac neural crest cell development involved in heart development
GO:0062043	TWIST1,JAG1,NOTCH1,TGFBR1	1.13e-06	Process	Positive regulation of cardiac epithelial to mesenchymal transition
GO:1903426	STAT3,SMAD3,MTOR,KLF4,RHOA,ESR1,AKT1	1.14e-06	Process	Regulation of reactive oxygen species biosynthetic process
GO:0070374	FGF4,BMP4,MAPK3,NOTCH1,FGF8,JUN,PTEN,SRC,BMP2	1.15e-06	Process	Positive regulation of ERK1 and ERK2 cascade
GO:0035265	SOX9,SMAD2,NOTCH1,SHH,PTEN,BCL2,ESR1	1.21e-06	Process	Organ growth
GO:0050808	CDH1,WNT5A,IGF1R,CDH2,ERBB2,WNT3A,CTNNB1,ACTB,PTEN,DKK1	1.21e-06	Process	Synapse organization
GO:0060441	BMP4,SOX9,KRAS,SHH,CTNNB1	1.21e-06	Process	Epithelial tube branching involved in lung morphogenesis
GO:0016070	NFKB1,CCND1,SOX9,SMAD2,MAPK3,STAT3,TP53,NOTCH1,PPARG,FOS,HNF4A,WT1,SMAD3,SMAD4,JUN,RUNX2,PTEN,KLF4,PAX6,ESR1,CDKN2A	1.23e-06	Process	RNA metabolic process
GO:0009612	NFKB1,SOX9,MAPK3,PPARG,FOS,JUN,SRC,RHOA,AKT1	1.28e-06	Process	Response to mechanical stimulus
GO:0000079	CCND1,CASP3,ACTB,PTEN,SRC,CDKN2A,AKT1	1.29e-06	Process	Regulation of cyclin-dependent protein serine/threonine kinase activity
GO:0006352	CCND1,SOX9,MAPK3,NOTCH1,PPARG,HNF4A,RUNX2,PTEN,ESR1	1.38e-06	Process	DNA-templated transcription, initiation
GO:0042481	BMP4,SHH,FGF8,RUNX2,BMP2	1.42e-06	Process	Regulation of odontogenesis
GO:2000679	TWIST1,WNT3A,CTNNB1,KLF4,PAX6	1.42e-06	Process	Positive regulation of transcription regulatory region DNA binding
GO:0008637	TP53,JUN,CCK,BCL2,CDKN2A,AKT1	1.43e-06	Process	Apoptotic mitochondrial changes
GO:0043525	TP53,CASP3,CTNNB1,NF1,JUN,RHOA	1.57e-06	Process	Positive regulation of neuron apoptotic process
GO:0051179	MAPK1,NFKB1,CCND1,TWIST1,SNAI1,BMP4,SOX9,CDH1,SMAD2,MAPK3,WNT5A,STAT3,LEF1,IGF1R,CDH2,TP53,NOTCH1,WNT3A,PPARG,ANXA5,SHH,FGF8,GSK3B,CTNNB1,ACTB,NF1,MTOR,PTEN,SRC,TGFBR1,CCK,SNAI2,BCL2,FGFR1,RHOA,PAX6,ESR1,HIF1A,AKT1,MYC,SHFM1	1.58e-06	Process	Localization
GO:0003307	POU5F1,WNT5A,DKK1,BMP2	1.59e-06	Process	Regulation of Wnt signaling pathway involved in heart development
GO:0042473	MAPK1,TWIST1,MAPK3,FGFR1	1.59e-06	Process	Outer ear morphogenesis
GO:0048617	SMAD2,SHH,SMAD3,CTNNB1	1.59e-06	Process	Embryonic foregut morphogenesis
GO:0090381	POU5F1,WNT5A,WNT3A,DKK1	1.59e-06	Process	Regulation of heart induction
GO:0007346	CCND1,BMP4,TP53,WNT10B,FGF8,SMAD3,CTNNB1,PTEN,KLF4,BCL2,FGFR1,CDKN2A,AKT1,SHFM1	1.6e-06	Process	Regulation of mitotic cell cycle
GO:0031069	SNAI1,NOTCH1,SHH,CTNNB1,BCL2	1.64e-06	Process	Hair follicle morphogenesis
GO:0071216	MAPK1,NFKB1,MAPK3,WNT5A,TP53,GSK3B,SRC,RHOA,AKT1	1.64e-06	Process	Cellular response to biotic stimulus
GO:0043388	TWIST1,WNT3A,PPARG,CTNNB1,KLF4,PAX6	1.7e-06	Process	Positive regulation of DNA binding
GO:1903707	BMP4,ERBB2,NOTCH1,SHH,CTNNB1,NF1,CDKN2A,MYC	1.74e-06	Process	Negative regulation of hemopoiesis
GO:0045669	BMP4,JAG1,WNT10B,CTNNB1,RUNX2,BMP2	1.86e-06	Process	Positive regulation of osteoblast differentiation
GO:0090288	SMAD2,WNT5A,TP53,NOTCH1,WNT1,SMAD3,DKK1,TGFBR1	1.9e-06	Process	Negative regulation of cellular response to growth factor stimulus
GO:0120035	WNT5A,CDH2,WNT3A,WNT1,GSK3B,MTOR,PTEN,SRC,DKK1,KLF4,TGFBR1,FGFR1,RHOA,AKT1	1.92e-06	Process	Regulation of plasma membrane bounded cell projection organization
GO:1902106	BMP4,ERBB2,SHH,CTNNB1,NF1,CDKN2A,MYC	1.96e-06	Process	Negative regulation of leukocyte differentiation
GO:0042306	MAPK1,BMP4,CDH1,SHH,SMAD3,NF1	2.02e-06	Process	Regulation of protein import into nucleus
GO:0048844	BMP4,JAG1,NOTCH1,FGF8,NF1,TGFBR1	2.02e-06	Process	Artery morphogenesis
GO:0045792	MTOR,PTEN,RHOA,AKT1	2.16e-06	Process	Negative regulation of cell size
GO:1904338	WNT3A,SHH,GSK3B,DKK1	2.16e-06	Process	Regulation of dopaminergic neuron differentiation
GO:1904953	WNT5A,WNT3A,WNT1,CTNNB1	2.16e-06	Process	Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation
GO:0009991	MAPK1,CCND1,MAPK3,TP53,PPARG,FOS,MTOR,JUN,SRC,CCK,BCL2,AKT1	2.18e-06	Process	Response to extracellular stimulus
GO:0032091	MAPK3,LEF1,GSK3B,ACTB,NES,DKK1,AKT1	2.2e-06	Process	Negative regulation of protein binding
GO:2001237	BMP4,GSK3B,SRC,TGFBR1,SNAI2,BCL2,AKT1	2.2e-06	Process	Negative regulation of extrinsic apoptotic signaling pathway
GO:0006367	CCND1,SOX9,NOTCH1,PPARG,HNF4A,RUNX2,PTEN,ESR1	2.24e-06	Process	Transcription initiation from RNA polymerase II promoter
GO:0050877	MAPK1,KRAS,MAPK3,LEF1,WNT10B,FOS,CASP3,GSK3B,NF1,MTOR,JUN,PTEN,DKK1,CCK,SNAI2,FGFR1,PAX6,HIF1A,AKT1	2.41e-06	Process	Nervous system process
GO:0031960	CCND1,KRAS,NOTCH1,FOS,CASP3,SRC,BCL2,RHOA	2.45e-06	Process	Response to corticosteroid
GO:0045930	CCND1,BMP4,TP53,SMAD3,CTNNB1,PTEN,KLF4,BCL2,CDKN2A,SHFM1	2.46e-06	Process	Negative regulation of mitotic cell cycle
GO:0021761	LEF1,WNT3A,CASP3,GSK3B,NF1,PTEN,FGFR1	2.61e-06	Process	Limbic system development
GO:0032526	SOX9,WNT5A,WNT3A,PPARG,WNT10B,DKK1,KLF4	2.61e-06	Process	Response to retinoic acid
GO:0090100	BMP4,POU5F1,SMAD2,NOTCH1,SMAD4,TGFBR1,BMP2	2.76e-06	Process	Positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway
GO:0046320	TWIST1,SOX9,PPARG,MTOR,AKT1	2.87e-06	Process	Regulation of fatty acid oxidation
GO:0048853	WNT5A,FGF8,NF1,PTEN	2.87e-06	Process	Forebrain morphogenesis
GO:0048854	WNT5A,CDH2,FGF8,NF1,PTEN	2.87e-06	Process	Brain morphogenesis
GO:0061314	SNAI1,JAG1,NOTCH1,SNAI2	2.87e-06	Process	Notch signaling involved in heart development
GO:0043409	BMP4,IGF1R,SMAD4,NF1,PTEN,KLF4,AKT1,MYC	2.89e-06	Process	Negative regulation of MAPK cascade
GO:0034641	MAPK1,NFKB1,CCND1,GAPDH,SOX9,SMAD2,MAPK3,STAT3,LEF1,TP53,NOTCH1,PPARG,FOS,CASP3,HNF4A,WT1,SMAD3,SMAD4,PXDNL,MTOR,JUN,RUNX2,PTEN,KLF4,RHOA,PAX6,ESR1,CDKN2A,AKT1,SHFM1	2.96e-06	Process	Cellular nitrogen compound metabolic process
GO:1903037	BMP4,LEF1,ERBB2,SHH,CASP3,SRC,KLF4,RHOA,CDKN2A,AKT1	2.97e-06	Process	Regulation of leukocyte cell-cell adhesion
GO:0044271	MAPK1,NFKB1,CCND1,SOX9,MAPK3,STAT3,TP53,NOTCH1,PPARG,FOS,HNF4A,SMAD4,MTOR,JUN,RUNX2,PTEN,KLF4,PAX6,ESR1,AKT1	2.99e-06	Process	Cellular nitrogen compound biosynthetic process
GO:0030307	LEF1,ERBB2,WNT3A,MTOR,TGFBR1,BCL2,RHOA,AKT1	3.26e-06	Process	Positive regulation of cell growth
GO:0035850	BMP4,JAG1,NOTCH1,WT1,PROM1	3.26e-06	Process	Epithelial cell differentiation involved in kidney development
GO:0046824	MAPK1,CDH1,TP53,SHH,GSK3B,SMAD3	3.28e-06	Process	Positive regulation of nucleocytoplasmic transport
GO:0051100	MAPK3,LEF1,GSK3B,ACTB,NES,JUN,DKK1,AKT1	3.54e-06	Process	Negative regulation of binding
GO:0071300	SOX9,WNT5A,WNT3A,PPARG,WNT10B,KLF4	3.55e-06	Process	Cellular response to retinoic acid
GO:0055023	MAPK1,GLI1,NOTCH1,MTOR,FGFR1	3.71e-06	Process	Positive regulation of cardiac muscle tissue growth
GO:0055026	FGF8,SMAD4,PTEN,DKK1,BMP2	3.71e-06	Process	Negative regulation of cardiac muscle tissue development
GO:0110111	BMP4,WNT5A,NOTCH1,CTNNB1,BCL2	3.71e-06	Process	Negative regulation of animal organ morphogenesis
GO:0033598	MAPK1,CCND1,WNT5A,ESR1	3.75e-06	Process	Mammary gland epithelial cell proliferation
GO:0060019	STAT3,LEF1,CDH2,RHOA	3.75e-06	Process	Radial glial cell differentiation
GO:0060736	SOX9,SHH,PTEN,ESR1	3.75e-06	Process	Prostate gland growth
GO:0021987	CDH2,GSK3B,CTNNB1,NF1,RHOA,PAX6,HIF1A	3.78e-06	Process	Cerebral cortex development
GO:1902806	CCND1,GLI1,TP53,PTEN,KLF4,BCL2,CDKN2A,AKT1	3.81e-06	Process	Regulation of cell cycle G1/S phase transition
GO:0010950	STAT3,WNT3A,PPARG,SMAD3,CCK,RHOA,CDKN2A,MYC	3.96e-06	Process	Positive regulation of endopeptidase activity
GO:2000573	MAPK1,MAPK3,CTNNB1,SRC,KLF4,MYC	4.1e-06	Process	Positive regulation of DNA biosynthetic process
GO:0018105	MAPK1,MAPK3,GSK3B,MTOR,SRC,TGFBR1,BCL2,AKT1	4.12e-06	Process	Peptidyl-serine phosphorylation
GO:0038093	MAPK1,NFKB1,MAPK3,FOS,ACTB,JUN,SRC,SHFM1	4.12e-06	Process	Fc receptor signaling pathway
GO:0017145	LEF1,NOTCH1,WNT3A,FGFR1,CDKN2A	4.16e-06	Process	Stem cell division
GO:0043516	TWIST1,SNAI1,TP53,SNAI2,CDKN2A	4.16e-06	Process	Regulation of DNA damage response, signal transduction by p53 class mediator
GO:0050863	BMP4,LEF1,ERBB2,SHH,CASP3,CTNNB1,SRC,RHOA,CDKN2A,AKT1	4.26e-06	Process	Regulation of T cell activation
GO:0048878	MAPK1,MAPK3,WNT5A,STAT3,IGF1R,PPARG,HNF4A,SMAD3,SMAD4,SRC,CCK,BCL2,PAX6,ESR1,HIF1A,AKT1,MYC	4.4e-06	Process	Chemical homeostasis
GO:2000736	BMP4,SOX9,JAG1,STAT3,NOTCH1,WNT3A,SHFM1	4.4e-06	Process	Regulation of stem cell differentiation
GO:0045216	CDH1,CDH2,SMAD3,CTNNB1,ACTB,SRC,SNAI2,RHOA	4.62e-06	Process	Cell-cell junction organization
GO:0007219	SNAI1,SOX9,JAG1,NOTCH1,BMP2,SNAI2,MYC	4.63e-06	Process	Notch signaling pathway
GO:0045785	WNT5A,LEF1,ERBB2,WNT3A,SHH,SOX2,GSK3B,SMAD3,SRC,RHOA,AKT1	4.65e-06	Process	Positive regulation of cell adhesion
GO:0014065	IGF1R,ERBB2,NF1,PTEN,AKT1	4.68e-06	Process	Phosphatidylinositol 3-kinase signaling
GO:0051973	MAPK1,MAPK3,CTNNB1,KLF4,MYC	4.68e-06	Process	Positive regulation of telomerase activity
GO:0018107	MAPK1,GSK3B,MTOR,TGFBR1,BCL2,AKT1	4.72e-06	Process	Peptidyl-threonine phosphorylation
GO:0001711	NANOG,POU5F1,SOX2,CTNNB1	4.76e-06	Process	Endodermal cell fate commitment
GO:0021978	BMP4,SHH,BMP2,PAX6	4.76e-06	Process	Telencephalon regionalization
GO:0002761	LEF1,FOS,CTNNB1,NF1,MTOR,JUN,MYC	4.84e-06	Process	Regulation of myeloid leukocyte differentiation
GO:0007565	MAPK1,KRAS,MAPK3,FOS,MTOR,BCL2,ESR1,AKT1	5.15e-06	Process	Female pregnancy
GO:0021953	WNT5A,WNT3A,WNT1,SHH,FGF8,CTNNB1,PTEN,PAX6	5.15e-06	Process	Central nervous system neuron differentiation
GO:0071276	MAPK1,MAPK3,FOS,JUN,AKT1	5.25e-06	Process	Cellular response to cadmium ion
GO:0001838	TWIST1,BMP4,SOX9,WNT5A,CASP3,CTNNB1,HIF1A	5.35e-06	Process	Embryonic epithelial tube formation
GO:0090316	MAPK1,CDH1,TP53,ERBB2,SHH,GSK3B,SMAD3,BCL2	5.35e-06	Process	Positive regulation of intracellular protein transport
GO:0048709	SOX9,ERBB2,NOTCH1,SHH,PTEN,PAX6	5.43e-06	Process	Oligodendrocyte differentiation
GO:0061351	LEF1,WNT3A,WNT1,SHH,FGF8,FGFR1	5.43e-06	Process	Neural precursor cell proliferation
GO:0002088	BMP4,WNT5A,SMAD3,CTNNB1,TGFBR1,PAX6	5.84e-06	Process	Lens development in camera-type eye
GO:0001953	JAG1,NF1,PTEN,SRC,CDKN2A	5.88e-06	Process	Negative regulation of cell-matrix adhesion
GO:0010470	WNT3A,HNF4A,DKK1,KLF4,FGFR1	5.88e-06	Process	Regulation of gastrulation
GO:0002363	STAT3,MTOR,BCL2,RHOA	6.02e-06	Process	Alpha-beta T cell lineage commitment
